uid,Age,Gender,Preferred Positions,Nationality,LivingIn,Experience,Languages Known,Skills,Created date,Last access
236952,29,Female,Waiter /Waitress,Greece,Greece,10+ years,"English, Greek","Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Leadership  Skills, Management Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",05/27/2020,06/22/2020
247805,28,Male,"Customer Service, Front Of The House Manager, Guest Relations Manager, Office Manager, Operations Manager",India,United Arab Emirates,5+ years,"English, Hindi, Malayalam, Marathi, Tamil","Adaptability, Confidence, Creativity, Decision Making, Flexibility, IT Skills, Leadership  Skills, Management Skills, Negotiation Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",06/22/2020,06/22/2020
148621,26,Male,"Waiter /Waitress, Sales, Assistant Restaurant Manager, Floor Supervisor, Reservations, Restaurant Manager",Zimbabwe,United Arab Emirates,5+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",04/22/2019,06/22/2020
188490,40,Male,"Assistant General Manager, Assistant Restaurant Manager, Floor Manager, Restaurant Manager",Nepal,United Arab Emirates,10+ years,"English, Hindi, Nepali","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Marketing Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated",10/31/2019,06/22/2020
174456,27,Female,"Host/Hostess, Personal Assistant, Receptionist, Administrations, Brand ambassador, Guest Relations Agent",Philippines,United Arab Emirates, 4 years,"English, Tagalog",,09/08/2019,06/22/2020
243159,29,Male,Bartender / Barmaid,Philippines,United Arab Emirates,5+ years,"English, Spanish","Communication Skills, Creativity, Flexibility, Self Motivated",06/11/2020,06/22/2020
52887,27,Female,"Personal Assistant, Receptionist, Cabin Crew, Cashier",Armenia,Lebanon,5+ years,"Arabic, Armenian, English, French","Adaptability, Communication Skills, Confidence, Flexibility, Language Skills, Management Skills, Persuading, Problem Solving, Self Motivated, Work Under  Pressure",09/22/2016,06/22/2020
227699,28,Male,"Receptionist, Sales, Customer Service, Retail Sales Executive",Egypt,United Arab Emirates,5+ years,"Arabic, English",,04/29/2020,06/22/2020
157383,27,Female,"Door Manager, Events Coordinator, Guest Relations Manager, Marketing Coordinator, Real Estate Agent, Sales",Lebanon,United Arab Emirates,3 years,"Arabic, English, French","Communication Skills, Creativity, Flexibility, Language Skills, Leadership  Skills, Management Skills, Negotiation Skills, Perseverance, Proactive, Problem Solving, Written Communication",06/25/2019,06/22/2020
247803,39,Female,"Sales, Administrations, Cashier, Customer Service",Philippines,United Arab Emirates,10+ years,"English, Filipino","Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Numeracy Skills, Organisation Skills, Perseverance, Proactive, Self Motivated, Time Management, Work Under  Pressure",06/22/2020,06/22/2020
128690,24,Female,"Events Coordinator, Events Manager, Marketing Coordinator, Marketing Executive, Marketing Manager, Social Media Expert",Pakistan,United Arab Emirates,3 years,"English, Urdu","Adaptability, Commercial Awareness, Communication Skills, Confidence, Creativity, Decision Making, Interpersonal Skills, Management Skills, Marketing Skills, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",12/05/2018,06/22/2020
88008,27,Male,"Assistant General Manager, Bar Manager, General Manager",Australia,United Arab Emirates,5+ years,English,"Communication Skills, Flexibility, Interpersonal Skills, Leadership  Skills, Management Skills, Numeracy Skills, Problem Solving",01/05/2018,06/22/2020
228080,23,Female,"Host/Hostess, Bartender / Barmaid, Waiter /Waitress, Administrations",United Kingdom,United Kingdom,5+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Confidence, Decision Making, Flexibility, Leadership  Skills, Numeracy Skills, Organisation Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",04/30/2020,06/22/2020
161483,29,Male,"Waiter /Waitress, Barista, Cocktail Waiter/Waitress, Customer Service, VIP Waiter/Waitress",Zimbabwe,South Africa, 4 years,English,"Computing Skills, Confidence, Creativity, Flexibility, Persuading, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",07/14/2019,06/22/2020
247800,26,Male,"Waiter /Waitress, Receptionist, Sales, Cabin Crew, Cashier, Customer Service",Philippines,United Arab Emirates,5+ years,"English, Filipino",,06/22/2020,06/22/2020
87838,30,Female,"Assistant Door Manager, Assistant Reservation Manager, Bartender / Barmaid, Head Host/Hostess, Host/Hostess, Receptionist",Serbia,United Arab Emirates,5+ years,"English, Serbian, Spanish","Adaptability, Communication Skills, Computing Skills, Confidence, Decision Making, Flexibility, Perseverance, Proactive, Self Motivated, Team Work Skills",01/04/2018,06/22/2020
188768,29,Female,"Assistant General Manager, Customer Service, Head Host/Hostess, Reservations, Reservations Manager",Malaysia,United Arab Emirates,5+ years,"Chinese, Simplified, Chinese, Traditional, English, Malay","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Leadership  Skills, Management Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",11/01/2019,06/22/2020
241752,29,Male,"Host/Hostess, Personal Assistant, Receptionist, Sales, DJ, Floor Supervisor",Uganda,United Arab Emirates,5+ years,"English, Swahili",,06/08/2020,06/22/2020
189263,28,Male,"Chef, Runner / Commis",Philippines,United Arab Emirates, 4 years,"English, Filipino","Communication Skills, Creativity, Flexibility, Interpersonal Skills, Work Under  Pressure",11/03/2019,06/22/2020
206907,28,Male,Pastry Chef,Ukraine,Ukraine,5+ years,"English, Polish, Russian, Ukrainian","Computing Skills, Creativity, Decision Making, Flexibility, Leadership  Skills, Organisation Skills, Team Work Skills",02/25/2020,06/22/2020
140349,38,Male,"Bar Back, Floor Supervisor, Retail Sales Executive, VIP Waiter/Waitress",Philippines,United Arab Emirates,10+ years,"English, Spanish","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility",02/21/2019,06/22/2020
243857,29,Female,"Host/Hostess, Personal Assistant, Receptionist, Administrations, Customer Service, Head Host/Hostess",Kazakhstan,United Arab Emirates,10+ years,"English, Kazakh, Russian",,06/13/2020,06/22/2020
221509,23,Female,Host/Hostess,Bosnia and Herzegovina,United Arab Emirates,3 years,"Bosnian, English, French, Italian, Serbo-Croatian","Adaptability, Communication Skills, Confidence, Decision Making, Flexibility, Language Skills, Leadership  Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",04/18/2020,06/22/2020
246842,32,Female,"Marketing Coordinator, Marketing Manager, Social Media Expert",Lebanon,United Arab Emirates,5+ years,"Arabic, English, French",,06/20/2020,06/22/2020
204864,21,Male,"Bartender / Barmaid, Personal Assistant",Belarus,Belarus,1 year,"English, Russian",,02/07/2020,06/22/2020
158516,32,Female,Personal Assistant,Philippines,United Arab Emirates,5+ years,English,"Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",07/02/2019,06/22/2020
247752,29,Male,"Sales, Events Coordinator, Guest Relations Agent, Marketing Executive, Model, Retail Sales Executive",Tunisia,United Arab Emirates,5+ years,"Arabic, English, French",,06/22/2020,06/22/2020
131873,29,Male,"Cocktail Waiter/Waitress, Floor Supervisor, Retail Sales Executive, Sales, VIP Waiter/Waitress, Waiter /Waitress",Lebanon,United Arab Emirates,10+ years,"Arabic, English, French","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, Language Skills, Leadership  Skills, Negotiation Skills, Numeracy Skills, Organisation Skills, Perseverance, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Time Management, Work Under  Pressure, Written Communication",12/28/2018,06/22/2020
203397,23,Female,"Administrations, General Manager, Retail Brand Manager, Sales Manager",United Kingdom,United Kingdom,5+ years,"English, Greek","Commercial Awareness, Communication Skills, Computing Skills, Confidence, Decision Making, IT Skills, Leadership  Skills, Management Skills, Marketing Skills, Negotiation Skills, Proactive, Problem Solving, Team Work Skills, Time Management, Work Under  Pressure",01/27/2020,06/22/2020
69367,34,Male,"Bar Supervisor, Bartender / Barmaid, Fitness Trainer, Personal Trainer",Brazil,United Arab Emirates,10+ years,"English, French, Portuguese, Brazil","Adaptability, Confidence, Flexibility, Organisation Skills, Perseverance, Self Motivated",06/17/2017,06/22/2020
47503,29,Male,"Administrations, Assistant General Manager, Door Manager, Floor Manager, Guest Relations Manager, Reservations Manager",Romania,United Arab Emirates,5+ years,"English, Romanian, Russian","Adaptability, Communication Skills, Computing Skills, Confidence, Creativity, Flexibility, Language Skills, Leadership  Skills, Management Skills, Marketing Skills, Organisation Skills, Perseverance, Problem Solving, Team Work Skills, Time Management",07/15/2016,06/22/2020
200199,34,Male,"Bartender / Barmaid, Waiter /Waitress, Bar Back",Brazil,United Arab Emirates,10+ years,"English, Portuguese, Brazil",,01/07/2020,06/22/2020
161519,34,Female,"Assistant Club Manager, Assistant General Manager, Assistant Restaurant Manager, Club Manager, Events Manager, Floor Supervisor",Brazil,United Arab Emirates,5+ years,"English, Portuguese, Brazil, Spanish","Computing Skills, Leadership  Skills, Organisation Skills, Technical Skills",07/14/2019,06/22/2020
98703,34,Female,"Administrations, Customer Service, Host/Hostess, Personal Assistant, Receptionist, Retail Sales Executive",Russia,United Arab Emirates,10+ years,"English, Russian","Communication Skills, Computing Skills, Flexibility, Interpersonal Skills, Problem Solving, Self Motivated, Team Work Skills, Work Under  Pressure",04/17/2018,06/22/2020
230393,34,Male,Waiter /Waitress,Kenya,Kenya,2 years,"Arabic, English, Swahili","Communication Skills, Computing Skills, Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Persuading, Team Work Skills",05/07/2020,06/22/2020
152779,24,Female,"Cabin Crew, Door Manager, Head Host/Hostess, Reservations Manager, Sales",Ukraine,United Arab Emirates,2 years,"English, Russian, Ukrainian","Communication Skills, Confidence, Flexibility, Interpersonal Skills, Leadership  Skills, Organisation Skills, Problem Solving, Self Motivated, Team Work Skills, Technical Skills, Work Under  Pressure",05/24/2019,06/22/2020
241756,39,Male,Floor Supervisor,Philippines,United Arab Emirates,5+ years,"English, Filipino","Flexibility, Team Work Skills, Technical Skills, Work Under  Pressure, Written Communication",06/08/2020,06/22/2020
150243,35,Male,"Assistant Club Manager, Assistant Restaurant Manager, Bar Manager, Club Manager, Events Manager, VIP Waiter/Waitress",Germany,Germany,10+ years,"Arabic, English, German","Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility",05/04/2019,06/22/2020
246368,29,Female,"Personal Assistant, Receptionist, Real Estate Agent",United Kingdom,United Arab Emirates,5+ years,English,"Confidence, Decision Making, Flexibility, Interpersonal Skills, Leadership  Skills, Organisation Skills, Proactive, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure, Written Communication",06/19/2020,06/22/2020
27150,31,Male,Waiter /Waitress,Egypt,United Arab Emirates,5+ years,"Arabic, English",Flexibility,04/27/2015,06/22/2020
98062,28,Male,"Assistant Restaurant Manager, Bar Manager, Restaurant Manager",Russia,United Arab Emirates,5+ years,"English, German, Russian, Ukrainian","Flexibility, Organisation Skills, Proactive, Self Motivated, Team Work Skills, Work Under  Pressure",04/09/2018,06/22/2020
242721,29,Female,"Host/Hostess, Waiter /Waitress, Receptionist, Runner / Commis",Sri Lanka,United Arab Emirates, 4 years,English,,06/10/2020,06/22/2020
107459,29,Female,Host/Hostess,Ukraine,United Arab Emirates,5+ years,"English, Russian, Ukrainian","Adaptability, Communication Skills, Confidence, Creativity, Decision Making, Flexibility, Language Skills, Leadership  Skills, Management Skills, Organisation Skills, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",08/03/2018,06/22/2020
247506,31,Male,"Host/Hostess, Personal Assistant, Receptionist, Administrations, Assistant Restaurant Manager, Customer Service",United Kingdom,United Arab Emirates,10+ years,English,"Adaptability, Commercial Awareness, Communication Skills, Computing Skills, Confidence, Creativity, Decision Making, Flexibility, Interpersonal Skills, IT Skills, Leadership  Skills, Management Skills, Marketing Skills, Persuading, Proactive, Problem Solving, Self Motivated, Team Work Skills, Time Management, Work Under  Pressure",06/21/2020,06/22/2020
